nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,46.666666666666664,46.666666666666664,10,0.0,2535.0,10,0,0,1.0
1,67.33333333333333,0.0,9.0,1973.0,2130.0,10,0,172,793.2142573715599
2,17.333333333333332,33.333333333333336,7.0,1552.0,1667.0,10,0,202,628.539907304085
3,20.0,38.0,-16.0,0.0,2483.0,10,134,0,-1
4,19.333333333333332,40.0,-3.0,0.0,2483.0,10,141,0,-1
5,46.0,77.33333333333333,-29.0,0.0,2479.0,10,187,0,-1
6,91.33333333333333,91.33333333333333,-24.0,0.0,2431.0,10,127,0,-1
7,68.66666666666667,79.33333333333333,-15.0,1329.0,1463.0,10,184,0,-1
8,52.0,74.0,-18.0,112.0,222.0,10,151,0,-1
9,71.33333333333333,16.666666666666668,13.0,1133.0,1176.0,10,0,71,993.8832893908466
10,11.333333333333334,92.0,-20.0,0.0,2439.0,10,28,0,-1
11,24.666666666666668,92.0,-11.0,0.0,2450.0,10,35,0,-1
12,13.333333333333334,46.0,-20.0,0.0,2475.0,10,91,0,-1
13,80.66666666666667,82.0,-9.0,0.0,2452.0,10,80,0,-1
14,14.666666666666666,69.33333333333333,-24.0,0.0,2467.0,10,176,0,-1
15,91.33333333333333,4.666666666666667,-30.0,0.0,2434.0,10,145,0,-1
16,33.333333333333336,70.66666666666667,-24.0,1254.0,1429.0,10,182,0,-1
17,30.666666666666668,74.66666666666667,10.0,1133.0,1274.0,10,0,153,710.0723370105325
18,52.666666666666664,48.0,22.0,0.0,2516.0,10,0,167,0
19,69.33333333333333,21.333333333333332,-36.0,0.0,2475.0,10,43,0,-1
20,5.333333333333333,58.0,17.0,1615.0,1714.0,10,0,164,843.1007136137882
21,72.66666666666667,92.66666666666667,8.0,469.0,555.0,10,0,57,145.60696919067695
22,53.333333333333336,68.66666666666667,15.0,1484.0,1613.0,10,0,171,1406.107425356101
23,52.0,42.0,-6.0,0.0,2515.0,10,47,0,-1
24,63.333333333333336,90.0,27.0,0.0,2456.0,10,0,199,0
25,24.666666666666668,52.666666666666664,-23.0,0.0,2491.0,10,128,0,-1
26,42.666666666666664,88.0,8.0,0.0,2463.0,10,0,82,0
27,88.66666666666667,86.66666666666667,-9.0,0.0,2438.0,10,197,0,-1
28,26.0,8.666666666666666,20.0,0.0,2461.0,10,0,10,0
29,80.0,9.333333333333334,-13.0,0.0,2450.0,10,61,0,-1
30,6.666666666666667,57.333333333333336,-16.0,0.0,2463.0,10,179,0,-1
31,93.33333333333333,28.0,13.0,0.0,2450.0,10,0,72,0
32,80.66666666666667,82.66666666666667,-28.0,0.0,2451.0,10,193,0,-1
33,28.0,19.333333333333332,-21.0,0.0,2476.0,10,87,0,-1
34,29.333333333333332,38.666666666666664,-15.0,0.0,2497.0,10,45,0,-1
35,21.333333333333332,4.0,11.0,401.0,479.0,10,0,11,332.0117577254774
36,27.333333333333332,24.0,-19.0,0.0,2481.0,10,74,0,-1
37,70.66666666666667,6.666666666666667,-9.0,0.0,2456.0,10,65,0,-1
38,71.33333333333333,68.0,-17.0,0.0,2477.0,10,138,0,-1
39,55.333333333333336,25.333333333333332,-12.0,1885.0,2046.0,10,149,0,-1
40,88.0,88.66666666666667,-3.0,0.0,2437.0,10,185,0,-1
41,54.0,38.0,8.0,33.0,104.0,10,0,143,0
42,80.0,34.666666666666664,20.0,0.0,2472.0,10,0,75,0
43,75.33333333333333,21.333333333333332,36.0,0.0,2468.0,10,0,19,0
44,91.33333333333333,67.33333333333333,12.0,720.0,755.0,10,0,201,376.1156198677739
45,54.666666666666664,68.66666666666667,15.0,0.0,2490.0,10,0,34,0
46,6.666666666666667,74.0,-4.0,0.0,2453.0,10,100,0,-1
47,60.0,29.333333333333332,6.0,0.0,2493.0,10,0,23,0
48,92.66666666666667,48.666666666666664,-34.0,0.0,2456.0,10,60,0,-1
49,59.333333333333336,16.0,-23.0,0.0,2476.0,10,101,0,-1
50,42.666666666666664,92.0,15.0,0.0,2457.0,10,0,104,0
51,65.33333333333333,2.6666666666666665,-39.0,0.0,2454.0,10,88,0,-1
52,40.666666666666664,22.666666666666668,-9.0,1910.0,1991.0,10,158,0,-1
53,40.0,56.0,-18.0,0.0,2508.0,10,148,0,-1
54,8.666666666666666,32.0,15.0,0.0,2464.0,10,0,93,0
55,56.0,58.666666666666664,16.0,0.0,2503.0,10,0,78,0
56,57.333333333333336,26.666666666666668,-15.0,0.0,2491.0,10,150,0,-1
57,46.0,76.66666666666667,-8.0,0.0,2480.0,10,21,0,-1
58,39.333333333333336,76.66666666666667,-19.0,0.0,2479.0,10,146,0,-1
59,70.0,1.3333333333333333,1.0,0.0,2449.0,10,0,81,0
60,71.33333333333333,51.333333333333336,34.0,0.0,2488.0,10,0,48,0
61,69.33333333333333,36.0,13.0,208.0,333.0,10,0,29,141.47502177791029
62,36.0,22.0,20.0,118.0,204.0,10,0,97,33.932958604584435
63,21.333333333333332,34.666666666666664,-20.0,0.0,2483.0,10,106,0,-1
64,24.666666666666668,83.33333333333333,10.0,0.0,2461.0,10,0,163,0
65,66.0,22.666666666666668,9.0,0.0,2479.0,10,0,37,0
66,25.333333333333332,81.33333333333333,13.0,941.0,1052.0,10,0,133,572.8264958693994
67,56.666666666666664,50.0,37.0,0.0,2510.0,10,0,102,0
68,72.66666666666667,87.33333333333333,-31.0,0.0,2453.0,10,159,0,-1
69,68.66666666666667,51.333333333333336,-18.0,1203.0,1242.0,10,118,0,-1
70,31.333333333333332,55.333333333333336,1.0,0.0,2499.0,10,0,94,0
71,92.66666666666667,45.333333333333336,-13.0,0.0,2456.0,10,9,0,-1
72,58.666666666666664,19.333333333333332,-13.0,0.0,2481.0,10,31,0,-1
73,26.0,66.66666666666667,31.0,0.0,2482.0,10,0,121,0
74,32.0,31.333333333333332,19.0,94.0,161.0,10,0,36,0.96072722103973
75,69.33333333333333,48.666666666666664,-20.0,0.0,2491.0,10,42,0,-1
76,6.0,12.666666666666666,-16.0,1472.0,1631.0,10,95,0,-1
77,68.66666666666667,29.333333333333332,12.0,0.0,2483.0,10,0,112,0
78,48.666666666666664,64.0,-16.0,0.0,2499.0,10,55,0,-1
79,29.333333333333332,77.33333333333333,-23.0,0.0,2473.0,10,126,0,-1
80,47.333333333333336,46.666666666666664,9.0,0.0,2524.0,10,0,13,0
81,55.333333333333336,8.0,-1.0,0.0,2466.0,10,59,0,-1
82,24.0,36.0,-8.0,1482.0,1614.0,10,26,0,-1
83,10.666666666666666,61.333333333333336,10.0,0.0,2467.0,10,0,165,0
84,37.333333333333336,92.66666666666667,18.0,0.0,2455.0,10,0,108,0
85,18.0,69.33333333333333,1.0,0.0,2471.0,10,0,98,0
86,44.666666666666664,64.0,-4.0,1975.0,2081.0,10,174,0,-1
87,22.666666666666668,48.0,21.0,0.0,2489.0,10,0,33,0
88,80.0,14.666666666666666,39.0,440.0,591.0,10,0,51,146.61462850216202
89,36.0,70.66666666666667,-43.0,0.0,2486.0,10,178,0,-1
90,42.0,86.0,-11.0,0.0,2466.0,10,114,0,-1
91,22.0,78.0,20.0,0.0,2466.0,10,0,12,0
92,68.0,34.666666666666664,15.0,0.0,2489.0,10,0,120,0
93,8.666666666666666,86.0,-15.0,0.0,2443.0,10,54,0,-1
94,22.666666666666668,13.333333333333334,-1.0,0.0,2464.0,10,70,0,-1
95,76.0,72.66666666666667,16.0,0.0,2467.0,10,0,76,0
96,57.333333333333336,53.333333333333336,21.0,0.0,2507.0,10,0,196,0
97,22.0,0.0,-20.0,0.0,2446.0,10,62,0,-1
98,12.0,69.33333333333333,-1.0,1350.0,1463.0,10,85,0,-1
99,46.666666666666664,55.333333333333336,-25.0,0.0,2512.0,10,156,0,-1
100,8.0,32.0,4.0,0.0,2463.0,10,0,46,0
101,92.66666666666667,48.0,23.0,1349.0,1466.0,10,0,49,87.46614902016658
102,72.66666666666667,52.0,-37.0,0.0,2486.0,10,67,0,-1
103,77.33333333333333,14.666666666666666,32.0,0.0,2459.0,10,0,175,0
104,18.0,30.666666666666668,-15.0,0.0,2476.0,10,50,0,-1
105,12.666666666666666,80.0,16.0,0.0,2454.0,10,0,110,0
106,15.333333333333334,26.0,20.0,1419.0,1514.0,10,0,63,1088.9305775896337
107,73.33333333333333,66.0,21.0,0.0,2476.0,10,0,136,0
108,10.0,12.0,-18.0,0.0,2450.0,10,84,0,-1
109,12.0,46.666666666666664,-20.0,1531.0,1717.0,10,117,0,-1
110,10.666666666666666,41.333333333333336,-16.0,0.0,2471.0,10,105,0,-1
111,40.666666666666664,38.0,35.0,0.0,2510.0,10,0,177,0
112,82.0,56.0,-12.0,0.0,2471.0,10,77,0,-1
113,24.666666666666668,48.666666666666664,-17.0,0.0,2492.0,10,166,0,-1
114,76.66666666666667,82.66666666666667,11.0,0.0,2455.0,10,0,90,0
115,62.0,40.666666666666664,10.0,0.0,2501.0,10,0,152,0
116,59.333333333333336,26.0,-4.0,0.0,2489.0,10,125,0,-1
117,43.333333333333336,0.0,20.0,0.0,2455.0,10,0,109,0
118,72.0,20.0,18.0,381.0,504.0,10,0,69,200.261218811302
119,80.0,40.0,18.0,216.0,337.0,10,0,155,68.6002686474843
120,61.333333333333336,14.666666666666666,-15.0,0.0,2473.0,10,92,0,-1
121,1.3333333333333333,70.66666666666667,-31.0,1541.0,1673.0,10,73,0,-1
122,78.0,61.333333333333336,25.0,0.0,2474.0,10,0,157,0
123,17.333333333333332,86.66666666666667,20.0,0.0,2451.0,10,0,130,0
124,56.666666666666664,74.0,-18.0,1035.0,1109.0,10,194,0,-1
125,75.33333333333333,30.0,4.0,0.0,2476.0,10,0,116,0
126,26.666666666666668,75.33333333333333,23.0,0.0,2473.0,10,0,79,0
127,92.0,70.0,24.0,0.0,2449.0,10,0,6,0
128,77.33333333333333,70.0,23.0,0.0,2468.0,10,0,25,0
129,73.33333333333333,18.666666666666668,20.0,0.0,2467.0,10,0,140,0
130,8.0,92.0,-20.0,1096.0,1221.0,10,123,0,-1
131,44.0,26.666666666666668,20.0,40.0,202.0,10,0,135,0
132,93.33333333333333,24.0,1.0,0.0,2448.0,10,0,195,0
133,33.333333333333336,74.66666666666667,-13.0,0.0,2479.0,10,66,0,-1
134,15.333333333333334,12.666666666666666,16.0,0.0,2456.0,10,0,3,0
135,2.6666666666666665,47.333333333333336,-20.0,0.0,2459.0,10,131,0,-1
136,61.333333333333336,92.0,-21.0,0.0,2454.0,10,107,0,-1
137,46.0,4.0,8.0,328.0,456.0,10,0,161,88.42951685014452
138,66.66666666666667,66.0,17.0,0.0,2484.0,10,0,38,0
139,77.33333333333333,8.666666666666666,-18.0,0.0,2452.0,10,160,0,-1
140,74.66666666666667,8.666666666666666,-20.0,0.0,2455.0,10,129,0,-1
141,32.666666666666664,93.33333333333333,3.0,944.0,1048.0,10,0,4,434.73708750185
142,24.0,82.66666666666667,-2.0,0.0,2462.0,10,188,0,-1
143,80.0,31.333333333333332,-8.0,0.0,2470.0,10,41,0,-1
144,40.0,36.0,3.0,0.0,2507.0,10,0,198,0
145,76.66666666666667,54.666666666666664,30.0,0.0,2479.0,10,0,15,0
146,92.66666666666667,73.33333333333333,19.0,0.0,2446.0,10,0,58,0
147,84.0,15.333333333333334,-30.0,0.0,2452.0,10,200,0,-1
148,38.666666666666664,53.333333333333336,18.0,1820.0,1976.0,10,0,53,217.44216548016044
149,20.0,14.0,12.0,0.0,2462.0,10,0,39,0
150,42.666666666666664,76.66666666666667,15.0,514.0,687.0,10,0,56,415.88711235684593
151,54.666666666666664,66.66666666666667,18.0,0.0,2493.0,10,0,8,0
152,75.33333333333333,23.333333333333332,-10.0,166.0,357.0,10,115,0,-1
