nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,66.66666666666667,66.66666666666667,20,0.0,765.0,10,0,0,1.0
1,89.33333333333333,4.0,-32.0,237.0,267.0,10,16,0,-1
2,42.0,38.666666666666664,20.0,55.0,85.0,10,0,170,0
3,42.666666666666664,34.666666666666664,-10.0,161.0,191.0,10,127,0,-1
4,92.66666666666667,4.666666666666667,20.0,108.0,138.0,10,0,5,40.52944239978659
5,73.33333333333333,5.333333333333333,-20.0,478.0,508.0,10,4,0,-1
6,52.666666666666664,128.66666666666666,-20.0,189.0,219.0,10,251,0,-1
7,53.333333333333336,126.66666666666667,-30.0,444.0,474.0,10,333,0,-1
8,105.33333333333333,54.0,-3.0,509.0,539.0,10,204,0,-1
9,40.0,102.0,11.0,97.0,127.0,10,0,126,27.261327640798612
10,94.0,5.333333333333333,-10.0,100.0,130.0,10,89,0,-1
11,8.666666666666666,54.0,-10.0,148.0,178.0,10,92,0,-1
12,45.333333333333336,76.66666666666667,-2.0,565.0,595.0,10,388,0,-1
13,100.66666666666667,88.0,-20.0,165.0,195.0,10,259,0,-1
14,58.666666666666664,95.33333333333333,-21.0,521.0,551.0,10,99,0,-1
15,10.666666666666666,56.0,-21.0,173.0,203.0,10,164,0,-1
16,103.33333333333333,11.333333333333334,32.0,99.0,129.0,10,0,1,6.977524811196428
17,46.0,100.0,-10.0,564.0,594.0,10,372,0,-1
18,36.666666666666664,58.0,-16.0,203.0,233.0,10,194,0,-1
19,14.666666666666666,88.66666666666667,-20.0,172.0,202.0,10,42,0,-1
20,6.666666666666667,13.333333333333334,-10.0,589.0,619.0,10,26,0,-1
21,124.66666666666667,94.66666666666667,10.0,116.0,146.0,10,0,83,22.853239122444673
22,76.0,81.33333333333333,10.0,213.0,243.0,10,0,415,0.41718992898881735
23,52.0,79.33333333333333,-30.0,72.0,102.0,10,143,0,-1
24,132.66666666666666,76.66666666666667,20.0,115.0,145.0,10,0,260,44.17123266800555
25,123.33333333333333,82.66666666666667,-10.0,107.0,137.0,10,269,0,-1
26,30.666666666666668,14.666666666666666,10.0,404.0,434.0,10,0,20,81.28048381948267
27,4.666666666666667,101.33333333333333,-20.0,172.0,202.0,10,263,0,-1
28,96.0,61.333333333333336,-6.0,511.0,541.0,10,376,0,-1
29,3.3333333333333335,108.0,26.0,124.0,154.0,10,0,292,5.313068178779034
30,131.33333333333334,75.33333333333333,20.0,128.0,158.0,10,0,131,44.932289870547905
31,126.0,63.333333333333336,10.0,134.0,164.0,10,0,366,16.21307485669622
32,56.0,78.66666666666667,-20.0,98.0,128.0,10,76,0,-1
33,18.666666666666668,51.333333333333336,12.0,220.0,250.0,10,0,409,87.84122938877074
34,70.0,17.333333333333332,-10.0,323.0,353.0,10,111,0,-1
35,75.33333333333333,66.66666666666667,-23.0,230.0,260.0,10,217,0,-1
36,92.66666666666667,64.66666666666667,-10.0,625.0,655.0,10,134,0,-1
37,95.33333333333333,119.33333333333333,24.0,271.0,301.0,10,0,38,34.0142348010128
38,74.0,126.0,-24.0,503.0,533.0,10,37,0,-1
39,79.33333333333333,24.666666666666668,20.0,168.0,198.0,10,0,332,85.33170209857639
40,58.0,127.33333333333333,10.0,91.0,121.0,10,0,322,30.441179281856822
41,53.333333333333336,111.33333333333333,-27.0,222.0,252.0,10,209,0,-1
42,15.333333333333334,91.33333333333333,20.0,158.0,188.0,10,0,19,10.534221702315765
43,120.66666666666667,46.666666666666664,-18.0,525.0,555.0,10,106,0,-1
44,118.66666666666667,82.0,30.0,81.0,111.0,10,0,402,17.669664828319295
45,30.0,94.66666666666667,-27.0,468.0,498.0,10,183,0,-1
46,100.66666666666667,44.0,11.0,74.0,104.0,10,0,188,6.857053729088055
47,45.333333333333336,33.333333333333336,10.0,136.0,166.0,10,0,159,3.9072257626209055
48,106.0,130.66666666666666,-13.0,238.0,268.0,10,368,0,-1
49,58.0,20.0,-30.0,188.0,218.0,10,91,0,-1
50,124.66666666666667,61.333333333333336,20.0,109.0,139.0,10,0,149,25.544072157051165
51,6.666666666666667,102.0,20.0,121.0,151.0,10,0,61,29.397298072628757
52,36.0,20.0,-29.0,150.0,180.0,10,118,0,-1
53,36.0,24.666666666666668,21.0,646.0,676.0,10,0,414,522.3680197176316
54,120.0,98.0,-20.0,145.0,175.0,10,155,0,-1
55,102.66666666666667,39.333333333333336,-9.0,68.0,98.0,10,222,0,-1
56,62.0,8.666666666666666,30.0,145.0,175.0,10,0,407,28.93330191232154
57,25.333333333333332,126.66666666666667,-20.0,137.0,167.0,10,286,0,-1
58,69.33333333333333,58.666666666666664,-22.0,713.0,743.0,10,172,0,-1
59,52.0,112.66666666666667,10.0,288.0,318.0,10,0,153,172.70821397945846
60,84.66666666666667,95.33333333333333,-15.0,541.0,571.0,10,175,0,-1
61,16.0,87.33333333333333,-20.0,309.0,339.0,10,51,0,-1
62,54.666666666666664,129.33333333333334,-10.0,176.0,206.0,10,392,0,-1
63,110.0,78.0,10.0,118.0,148.0,10,0,273,7.673748582592078
64,15.333333333333334,117.33333333333333,-10.0,353.0,383.0,10,289,0,-1
65,36.666666666666664,16.0,-10.0,123.0,153.0,10,168,0,-1
66,98.66666666666667,104.66666666666667,-17.0,318.0,348.0,10,215,0,-1
67,124.0,60.666666666666664,10.0,97.0,127.0,10,0,258,14.374620344641901
68,17.333333333333332,92.0,10.0,188.0,218.0,10,0,160,69.0379310627256
69,52.0,122.66666666666667,20.0,209.0,239.0,10,0,200,27.04682348890604
70,110.0,120.66666666666667,22.0,103.0,133.0,10,0,212,8.504111280723153
71,7.333333333333333,100.66666666666667,20.0,109.0,139.0,10,0,79,12.021703204064258
72,68.66666666666667,44.0,-10.0,85.0,115.0,10,349,0,-1
73,125.33333333333333,83.33333333333333,10.0,120.0,150.0,10,0,362,44.567786797318774
74,131.33333333333334,93.33333333333333,-20.0,113.0,143.0,10,390,0,-1
75,66.66666666666667,46.666666666666664,30.0,30.0,60.0,10,0,416,0
76,55.333333333333336,78.66666666666667,20.0,87.0,117.0,10,0,32,3.4331929611065646
